"Age at enrollment","Application order","1st sem (credited)","1st sem (enrolled)","1st sem (evaluations)","1st sem (approved)","1st sem (grade)","1st sem (without evaluations)","2nd sem (credited)","2nd sem (enrolled)","2nd sem (evaluations)","2nd sem (approved)","2nd sem (grade)","2nd sem (without evaluations)","Unemployment rate","Inflation rate","GDP","Target","Marital status","Gender","Daytime/evening attendance","Displaced","Educational special needs","Debtor","Tuition fees up to date","Scholarship holder","International","Application mode","Nationality","Course","Previous qualification","Mother's qualification","Father's qualification","Mother's occupation","Father's ocupation"
19,1,0,7,7,6,14.266666666666666,0,0,7,7,6,14.266666666666666,0,7.6,2.6,0.32,Graduate,Single,Female,Daytime,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
19,1,0,5,6,4,11.0,0,0,5,9,4,13.857142857142858,0,10.8,1.4,1.74,Enrolled,Single,Female,Daytime,No,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Management,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen"
30,1,8,10,11,9,12.666666666666666,0,3,7,7,7,12.428571428571429,1,7.6,2.6,0.32,Graduate,Married,Female,Evening,No,No,No,Yes,No,No,Holders of other higher courses,Portuguese,Social Service (evening attendance),Higher education—degree,General Course of Administration and Commerce,Unknown,Student,Student
18,1,0,6,6,0,0.0,0,0,6,10,3,11.0,0,16.2,0.3,-0.92,Enrolled,Single,Female,Daytime,Yes,No,No,Yes,No,No,Change in course,Portuguese,Journalism and Communication,Secondary education,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers"
18,6,0,8,11,7,12.771428571428572,0,0,8,11,7,12.771428571428572,0,12.7,3.7,-1.7,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"3rd phase—general contingent",Portuguese,Nursing,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
21,5,0,5,12,0,0.0,3,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,Single,Female,Daytime,Yes,No,No,Yes,No,No,"3rd phase—general contingent",Portuguese,Veterinary Nursing,Secondary education,Higher Education—doctorate,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions
19,1,3,6,6,6,15.5,0,2,6,7,6,13.571428571428571,0,13.9,-0.3,0.79,Graduate,Single,Female,Daytime,No,No,No,Yes,Yes,No,Technological specialization diploma holders,Portuguese,Social Service,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,Unskilled Workers
19,1,0,6,7,6,13.285714285714286,0,0,6,9,5,14.6,0,12.4,0.5,1.79,Enrolled,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"2nd phase—general contingent",Portuguese,Advertising and Marketing Management,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff
19,5,0,7,11,5,11.716666666666669,0,0,7,8,5,13.7,0,13.9,-0.3,0.79,Enrolled,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,Higher Education—degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers
19,1,0,6,8,6,11.333333333333334,0,0,6,12,4,13.75,0,8.9,1.4,3.51,Dropout,Single,Female,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Equiniculture,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Administrative staff
19,2,0,6,6,6,13.333333333333334,0,0,6,10,5,13.4,0,8.9,1.4,3.51,Graduate,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Advertising and Marketing Management,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen"
39,1,0,5,13,4,12.333333333333334,0,0,5,14,2,10.0,4,16.2,0.3,-0.92,Graduate,Married,Female,Evening,No,No,No,Yes,Yes,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
18,2,0,6,6,6,12.333333333333334,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Enrolled,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Communication Design,Secondary education,Higher Education—degree,Higher Education—master’s degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities
20,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Single,Female,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Animation and Multimedia Design,Secondary education,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers
19,5,0,5,8,5,12.6,0,0,5,9,4,11.6,0,8.9,1.4,3.51,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Management,Secondary education,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Intermediate Level Technicians and Professions,Armed Forces Professions
18,3,0,5,5,5,12.6,0,0,5,5,4,11.0,0,11.1,0.6,2.02,Enrolled,Single,Female,Daytime,Yes,No,No,Yes,No,No,"2nd phase—general contingent",Portuguese,Management,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen"
34,1,1,6,10,6,14.333333333333334,0,0,6,9,6,12.833333333333334,0,11.1,0.6,2.02,Enrolled,Married,Female,Daytime,No,No,Yes,No,No,No,Over 23 years old,Portuguese,Agronomy,Secondary education,Higher Education—degree,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities
22,2,0,5,8,3,12.0,0,0,5,9,2,11.0,1,7.6,2.6,0.32,Enrolled,Single,Female,Daytime,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Advertising and Marketing Management,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
24,1,0,6,7,6,14.857142857142858,0,0,6,10,5,13.6,0,13.9,-0.3,0.79,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,Over 23 years old,Portuguese,Veterinary Nursing,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen"
34,1,12,15,17,12,11.916666666666666,0,11,13,13,11,13.181818181818182,0,7.6,2.6,0.32,Graduate,Married,Female,Daytime,No,No,No,Yes,No,No,Change in course,Portuguese,Management,Secondary education,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Armed Forces Professions
46,1,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Married,Female,Evening,Yes,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,"2nd cycle of the general high school course",Unknown,Student,Student
50,2,0,5,12,3,13.333333333333334,1,0,5,8,5,12.2,0,9.4,-0.8,-3.12,Enrolled,Married,Female,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers
37,1,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,Single,Female,Evening,No,No,No,No,No,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers"
18,2,0,6,6,6,17.0,0,0,6,6,6,15.5,0,8.9,1.4,3.51,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Veterinary Nursing,Secondary education,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Unskilled Workers
25,1,0,6,13,3,11.666666666666666,0,0,6,14,2,11.333333333333334,0,11.1,0.6,2.02,Enrolled,Single,Female,Daytime,No,No,No,Yes,Yes,No,Over 23 years old,Portuguese,Veterinary Nursing,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
46,1,14,19,24,19,12.210526315789474,0,11,13,13,13,11.384615384615383,0,15.5,2.8,-4.06,Graduate,Married,Female,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Agronomy,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
30,1,1,6,8,6,13.0,1,0,6,9,5,12.857142857142858,0,13.9,-0.3,0.79,Graduate,Married,Female,Daytime,No,No,No,Yes,Yes,No,Over 23 years old,Portuguese,Communication Design,Secondary education,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers, and Sellers"
37,1,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Divorced,Female,Evening,No,No,Yes,No,No,No,"1st phase—general contingent",Portuguese,Management (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
50,1,0,5,9,2,10.5,0,0,5,7,3,11.0,0,12.7,3.7,-1.7,Enrolled,Married,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
20,1,0,6,7,6,13.571428571428571,0,0,6,9,6,12.714285714285714,0,12.4,0.5,1.79,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,Technological specialization diploma holders,Portuguese,Agronomy,Technological specialization course,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
39,2,0,3,7,1,14.0,0,0,2,4,0,0.0,0,11.1,0.6,2.02,Dropout,Married,Female,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Oral Hygiene,Other—11th year of schooling,"2nd cycle of the general high school course",Unknown,Unknow,Unknow
53,1,0,5,5,0,0.0,0,0,4,5,0,0.0,0,15.5,2.8,-4.06,Dropout,Married,Female,Daytime,No,No,No,No,No,No,Over 23 years old,Portuguese,Journalism and Communication,Basic education 3rd cycle (9th/10th/11th year) or equivalent,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
54,1,13,15,20,13,12.461538461538462,1,10,13,13,10,11.1,1,15.5,2.8,-4.06,Dropout,Married,Female,Daytime,Yes,No,No,Yes,No,No,Transfer,Portuguese,Management,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
19,1,0,6,8,4,14.4,0,0,6,6,5,13.0,0,13.9,-0.3,0.79,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,Technological specialization diploma holders,Portuguese,Veterinary Nursing,Technological specialization course,Higher Education—degree,Higher Education—degree,Administrative staff,Specialists in Intellectual and Scientific Activities
20,2,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,Single,Female,Daytime,Yes,No,No,No,No,No,"3rd phase—general contingent",Portuguese,Journalism and Communication,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff
18,3,0,6,6,6,14.333333333333334,0,0,6,6,6,14.166666666666666,0,8.9,1.4,3.51,Graduate,Single,Female,Daytime,Yes,No,Yes,Yes,No,No,"1st phase—general contingent",Portuguese,Journalism and Communication,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers"
21,1,7,13,21,11,11.909090909090908,0,5,11,14,11,10.727272727272728,0,8.9,1.4,3.51,Graduate,Single,Female,Daytime,No,No,Yes,Yes,No,No,Short cycle diploma holders,Portuguese,Agronomy,Professional higher technical course,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,"Specialists in finance, accounting, administrative organization, and public and commercial relations",Other administrative support staff
18,3,1,6,8,6,13.714285714285714,1,0,6,8,6,14.375,0,13.9,-0.3,0.79,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"3rd phase—general contingent",Portuguese,Communication Design,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers, and Sellers",Intermediate Level Technicians and Professions
19,1,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout,Single,Female,Daytime,Yes,No,Yes,Yes,No,No,"1st phase—general contingent",Portuguese,Nursing,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Armed Forces Professions
18,1,0,7,10,5,13.46,0,0,7,8,7,12.2375,0,11.1,0.6,2.02,Dropout,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"2nd phase—general contingent",Portuguese,Nursing,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers
19,1,0,6,6,6,15.0,0,0,6,6,6,13.333333333333334,0,11.1,0.6,2.02,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Journalism and Communication,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions
18,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Animation and Multimedia Design,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Intermediate Level Technicians and Professions
19,2,0,6,7,5,13.4,0,0,6,6,5,12.8,0,12.7,3.7,-1.7,Graduate,Single,Female,Daytime,Yes,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Advertising and Marketing Management,Secondary education,Higher Education—bachelor’s degree,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff
48,1,0,6,9,5,13.0,0,0,6,10,4,12.5,0,7.6,2.6,0.32,Enrolled,Divorced,Female,Evening,Yes,No,No,Yes,No,No,Change in course,Portuguese,Social Service (evening attendance),Other—11th year of schooling,"2nd cycle of the general high school course",Unknown,Student,Student
34,1,0,6,13,4,11.25,0,0,6,8,4,13.75,0,13.9,-0.3,0.79,Graduate,Divorced,Female,Daytime,No,No,Yes,Yes,No,No,Change in course,Portuguese,Social Service,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
18,1,0,5,5,5,12.6,0,0,5,7,5,11.6,0,7.6,2.6,0.32,Graduate,Single,Female,Daytime,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Veterinary Nursing,Secondary education,Higher Education—degree,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities
50,1,0,6,8,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,Married,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Social Service (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
41,1,20,21,23,21,12.333333333333334,0,19,19,19,19,12.105263157894736,0,12.4,0.5,1.79,Graduate,Single,Female,Daytime,No,No,Yes,Yes,No,No,Change in course,Portuguese,Basic Education,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
22,2,0,6,11,5,12.0,0,0,6,11,5,11.0,0,7.6,2.6,0.32,Dropout,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"2nd phase—general contingent",Portuguese,Journalism and Communication,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers"
43,1,0,5,5,5,16.4,0,0,5,5,5,16.6,0,7.6,2.6,0.32,Graduate,Divorced,Female,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
50,1,0,1,1,0,0.0,1,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,Married,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Social Service (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equivalent,Higher Education—degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Other Situation,Other Situation
60,1,0,6,10,6,12.75,0,0,6,6,4,14.75,0,13.9,-0.3,0.79,Graduate,Single,Female,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Agronomy,Basic education 3rd cycle (9th/10th/11th year) or equivalent,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
41,1,0,5,14,4,14.5,1,0,5,12,5,13.0,0,9.4,-0.8,-3.12,Enrolled,Married,Female,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Armed Forces Professions
47,1,0,5,5,5,14.8,0,0,5,5,5,14.4,0,7.6,2.6,0.32,Graduate,Married,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equivalent,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
22,1,12,17,22,17,10.36842105263158,0,14,17,18,17,11.5,0,11.1,0.6,2.02,Graduate,Single,Female,Daytime,No,No,No,Yes,No,No,"1st phase—general contingent",Portuguese,Animation and Multimedia Design,Higher education—degree,Higher Education—degree,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities
41,1,0,7,0,0,0.0,0,0,8,0,0,0.0,0,10.8,1.4,1.74,Dropout,Married,Female,Daytime,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Nursing,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
28,1,6,10,15,6,10.666666666666666,0,5,10,17,9,11.333333333333334,1,7.6,2.6,0.32,Enrolled,Married,Female,Evening,No,No,No,Yes,No,No,Change in course,Portuguese,Management (evening attendance),Secondary education,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
32,1,9,15,21,13,12.692307692307692,0,12,15,22,13,12.384615384615383,0,10.8,1.4,1.74,Graduate,Facto union,Female,Daytime,No,No,No,Yes,No,No,Transfer,Portuguese,Tourism,Higher education—bachelor’s degree,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,Unskilled Workers
50,1,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,Dropout,Married,Female,Evening,Yes,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Other—11th year of schooling,General Course of Administration and Commerce,Unknown,Other Situation,Other Situation
53,1,14,15,15,15,11.8,0,12,13,13,12,11.666666666666666,1,8.9,1.4,3.51,Enrolled,Single,Female,Daytime,No,No,No,Yes,No,No,Change in institution/course,Portuguese,Management,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Armed Forces Professions
54,1,0,7,7,0,0.0,0,0,5,10,0,0.0,0,12.4,0.5,1.79,Dropout,Single,Female,Daytime,No,No,Yes,No,No,Yes,Over 23 years old,Spanish,Oral Hygiene,Secondary education,Higher Education—degree,Higher Education—degree,Administrative staff,Administrative staff
49,1,0,6,9,5,12.333333333333334,0,0,6,12,4,11.5,0,13.9,-0.3,0.79,Enrolled,Single,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Social Service (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen"
34,1,6,12,18,11,13.0,0,4,13,22,8,11.875,0,12.7,3.7,-1.7,Dropout,Married,Female,Daytime,No,No,No,Yes,No,No,Transfer,Portuguese,Basic Education,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen"
45,1,0,6,13,4,12.5,0,0,6,8,3,11.666666666666666,0,16.2,0.3,-0.92,Dropout,Divorced,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Social Service (evening attendance),Secondary education,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen"
47,1,0,6,8,5,12.2,0,0,6,10,4,11.25,0,12.4,0.5,1.79,Graduate,Divorced,Female,Evening,No,No,No,Yes,Yes,No,Over 23 years old,Portuguese,Social Service (evening attendance),Basic education 3rd cycle (9th/10th/11th year) or equivalent,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen"
22,1,5,10,15,8,11.0,0,2,7,16,5,11.2,0,9.4,-0.8,-3.12,Enrolled,Single,Female,Daytime,Yes,No,No,Yes,No,No,Change in course,Portuguese,Social Service,Secondary education,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers"
33,1,0,5,14,1,10.0,0,0,5,13,2,12.0,0,12.4,0.5,1.79,Dropout,Married,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
43,1,0,6,7,6,12.333333333333334,0,0,6,8,6,11.5,0,8.9,1.4,3.51,Graduate,Married,Female,Evening,No,No,No,Yes,Yes,No,Over 23 years old,Portuguese,Social Service (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
54,1,9,13,13,13,14.307692307692308,0,5,12,15,12,15.23076923076923,0,15.5,2.8,-4.06,Graduate,Single,Female,Daytime,No,No,No,Yes,No,No,Holders of other higher courses,Portuguese,Agronomy,Higher education—degree,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
39,1,7,11,13,11,14.454545454545457,0,6,8,8,8,13.5,0,12.7,3.7,-1.7,Graduate,Single,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Social Service (evening attendance),Higher education—bachelor’s degree,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen"
39,1,0,5,6,5,11.0,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduate,Married,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
18,1,0,6,8,6,13.142857142857142,0,0,6,6,6,12.833333333333334,0,15.5,2.8,-4.06,Graduate,Single,Female,Daytime,No,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Basic Education,Secondary education,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers
19,1,0,6,8,6,13.75,0,0,6,7,6,11.857142857142858,0,16.2,0.3,-0.92,Graduate,Single,Female,Daytime,No,No,No,Yes,Yes,No,"2nd phase—general contingent",Portuguese,Social Service,Secondary education,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen"
18,4,0,6,6,6,14.0,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduate,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"2nd phase—general contingent",Portuguese,Advertising and Marketing Management,Secondary education,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry"
44,1,5,8,13,8,13.75,0,2,6,9,6,12.5,0,7.6,2.6,0.32,Graduate,Married,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Social Service (evening attendance),Other—11th year of schooling,"2nd cycle of the general high school course",Unknown,Student,Student
27,1,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,Single,Female,Evening,No,No,No,Yes,No,No,Over 23 years old,Portuguese,Management (evening attendance),Secondary education,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Unskilled Workers
18,2,0,6,6,6,13.166666666666666,0,0,6,8,6,12.428571428571429,0,8.9,1.4,3.51,Graduate,Single,Female,Daytime,Yes,No,No,Yes,Yes,No,"1st phase—general contingent",Portuguese,Advertising and Marketing Management,Secondary education,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen"
45,1,10,12,12,9,12.444444444444445,3,4,7,8,6,12.0,0,9.4,-0.8,-3.12,Dropout,Married,Female,Evening,No,No,No,Yes,No,No,Change in course,Portuguese,Social Service (evening attendance),Secondary education,"2nd cycle of the general high school course",Unknown,Student,Student
